age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
78,F,599,En Couple,0,FALSE,4172 TC 72
66,M,455,Célibataire,0,FALSE,671 CE 72
26,M,459,Célibataire,0,FALSE,5241 DS 26
43,M,981,En Couple,1,FALSE,1063 MJ 84
26,F,1276,En Couple,2,FALSE,5850 BF 98
55,F,1374,Célibataire,0,FALSE,7828 XS 50
36,M,446,En Couple,4,FALSE,4814 VF 70
36,M,205,En Couple,4,TRUE,185 LS 59
64,M,578,En Couple,3,FALSE,5151 CK 67
48,M,1088,En Couple,0,FALSE,469 JX 38
24,M,408,Célibataire,0,FALSE,6800 KY 82
56,F,453,En Couple,0,FALSE,864 AJ 39
52,Homme,904,En Couple,2,FALSE,9902 GN 42
45,M,1049,En Couple,3,FALSE,9277 TW 55
18,M,1301,En Couple,0,TRUE,5008 SW 32
65,M,833,En Couple,2,TRUE,456 UY 76
63,F,198,Célibataire,0,FALSE,6888 ZB 14
75,M,500,En Couple,2,FALSE,4471 FE 72
53,M,225,En Couple,0,FALSE,145 AQ 66
39,M,547,Célibataire,0,FALSE,8443 DQ 89
25,M,162,En Couple,1,FALSE,7873 KC 42
49,Masculin,150,En Couple,3,FALSE,7197 JX 60
54,M,1208,En Couple,3,FALSE,8918 OQ 28
31,M,228,Célibataire,0,FALSE,4723 LR 60
31,M,410,En Couple,2,TRUE,4122 WG 65
57,M,1275,Célibataire,0,FALSE,7546 BU 89
20,M,428,En Couple,1,FALSE,673 MC 11
73,M,992,En Couple,1,FALSE,1515 TX 79
44,Femme,425,En Couple,4,FALSE,4312 ZQ 86
39,M,730,En Couple,0,FALSE,5144 QR 84
39,M,440,Seule,3,FALSE,6421 IL 86
53,M,491,En Couple,2,FALSE,8461 LE 70
58,M,404,En Couple,1,FALSE,2523 HF 64
51,F,500,En Couple,0,FALSE,5233 AU 30
20,M,525,En Couple,1,TRUE,5188 ES 42
31,M,888,Célibataire,0,FALSE,7348 LG 23
44,M,154,En Couple,2,FALSE,1143 KY 70
32,M,494,En Couple,4,FALSE,8833 YI 81
33,M,509,En Couple,1,TRUE,593 OE 26
46,F,417,Seule,1,FALSE,9051 ZG 52
45,M,427,En Couple,4,FALSE,6253 XB 73
30,M,452,Célibataire,0,FALSE,5361 UK 76
19,F,1174,En Couple,0,FALSE,5358 GQ 34
77,F,469,En Couple,0,FALSE,3259 AD 33
72,F,1130,En Couple,0,FALSE,5922 NK 93
79,M,545,En Couple,1,TRUE,6380 DJ 34
32,M,532,Célibataire,0,FALSE,3198 WG 83
22,F,198,Célibataire,0,FALSE,2848 XG 48
41,M,1235,En Couple,0,TRUE,8790 OJ 57
59,M,770,Célibataire,0,FALSE,4189 WZ 73
21,M,700,Célibataire,0,FALSE,9939 NE 29
46,M,233,Célibataire,0,FALSE,8227 EB 77
42,F,186,Célibataire,0,FALSE,7084 GR 98
20,M,842,En Couple,0,FALSE,3166 GF 74
18,M,574,En Couple,3,TRUE,7280 ZP 13
73,M,202,En Couple,0,FALSE,3088 VJ 67
65,M,1083,En Couple,1,FALSE,9752 WZ 98
28,F,535,En Couple,4,FALSE,1865 PN 80
29,M,550,En Couple,0,FALSE,4759 NX 70
33,M,403,En Couple,0,FALSE,5441 KU 59
35,M,590,En Couple,3,FALSE,5995 WW 20
24,M,765,Célibataire,0,FALSE,5034 UZ 20
76,M,1091,Célibataire,0,FALSE,1947 HY 82
73,F,1343,Célibataire,0,FALSE,3408 IY 70
19,M,513,En Couple,0,FALSE,2280 GS 54
47,M,167,En Couple,0,FALSE,5114 ZT 60
68,F,246,Célibataire,0,FALSE,3358 SP 36
65,M,497,Célibataire,0,FALSE,7720 JB 76
39,F,551,Célibataire,0,FALSE,7746 HN 14
28,M,197,Célibataire,0,FALSE,7876 EO 89
68,M,524,En Couple,1,TRUE,4131 QF 45
19,M,572,En Couple,3,FALSE,5155 LS 84
23,F,797,En Couple,2,FALSE,4538 AX 41
21,M,1019,En Couple,1,FALSE,4643 BL 19
45,F,718,En Couple,2,FALSE,7147 WV 64
61,M,575,En Couple,1,FALSE,2924 OA 44
33,M,182,En Couple,0,FALSE,7124 TG 86
46,M,525,Seule,1,FALSE,961 HZ 22
32,F,478,Célibataire,0,FALSE,9019 UJ 94
26,F,223,Célibataire,0,FALSE,3710 VK 42
66,F,881,En Couple,1,TRUE,2 RS 97
25,M,1069,Célibataire,0,FALSE,5321 IW 56
32,F,162,En Couple,4,FALSE,7044 ZI 30
29,M,505,En Couple,3,FALSE,5890 TT 82
60, ,207,En Couple,1,TRUE,8614 VT 81
20,F,554,Célibataire,0,FALSE,4884 XP 68
19,F,569,En Couple,0,FALSE,5705 YW 86
56,F,221,Célibataire,0,FALSE,7780 XP 48
69,M,227,Célibataire,0,FALSE,6468 FD 33
73,M,150,En Couple,3,FALSE,9183 SL 74
52,F,551,Seule,3,FALSE,5691 KS 92
37,F,485,En Couple,1,TRUE,5885 TX 19
33,M,1347,En Couple,1,FALSE,9805 TI 18
18,M,448,Célibataire,0,FALSE,9618 GO 49
24,M,240,En Couple,3,FALSE,6783 JX 52
21,F,425,Célibataire, ,FALSE,9593 HB 26
38,M,1327,En Couple,3,FALSE,6420 QM 39
25,F,242,Célibataire,0,FALSE,4857 QD 44
37,M,1162,En Couple,0,FALSE,8326 MA 13
39,M,542,Célibataire,0,FALSE,5058 NM 37
76,M,245,Célibataire,0,FALSE,3419 XZ 23
36,F,567,Célibataire,0,FALSE,3534 TS 65
30,F,551,Célibataire,0,FALSE,9650 IA 57
50,M,240,En Couple,2,FALSE,5234 YD 48
23,M,157,Seule,1,FALSE,2597 YR 60
55,M,496,Célibataire,0,FALSE,764 PK 13
77,M,471,En Couple,1,FALSE,1527 NF 78
53,F,167,En Couple,2,FALSE,9700 PI 51
22,M,567,Célibataire,0,FALSE,6277 BA 29
20,M,181,Célibataire,0,FALSE,3469 GK 59
29,F,1174,En Couple,2,FALSE,9047 ZV 41
61,M,156,Célibataire,0,FALSE,3170 HL 78
23,F,1161,En Couple,2,FALSE,2221 BY 72
41,M,523,Célibataire,0,FALSE,7435 OM 25
39,M,160,En Couple,4,FALSE,5203 TF 75
38,F,484,Célibataire,0,FALSE,5207 PC 65
22,M,508,En Couple,0,FALSE,655 GF 51
23,F,523,En Couple,2,FALSE,3874 JK 38
39,M,1220,Célibataire,0,FALSE,1168 EU 91
45,M,725,Célibataire,0,FALSE,222 SC 38
25,M,181,En Couple,2,TRUE,7230 CB 17
43,M,402,Célibataire,0,FALSE,7259 JW 13
73,F,762,En Couple,4,FALSE,574 GS 27
74,M,852,Célibataire,0,FALSE,4800 OR 27
21,M,1359,Célibataire,0,FALSE,3389 KO 54
52,M,527,En Couple,0,TRUE,2545 MH 23
35,F,426,Célibataire,0,FALSE,7394 PZ 81
54,M,905,Célibataire,0,FALSE,3961 OE 37
49,M,998,Célibataire,0,FALSE,7774 AP 30
36,M,460,En Couple,1,FALSE,2399 LP 31
54,Homme,1395,En Couple,1,FALSE,1388 QK 60
28,F,448,En Couple,1,FALSE,1938 SI 42
19,M,954,Célibataire,0,FALSE,8323 HB 88
34,M,1335,Célibataire,0,FALSE,7199 AP 81
33,M,1132,En Couple,1,FALSE,7569 DW 64
27,M,1129,Seule,1,FALSE,1479 GU 48
28,F,1353,Célibataire,0,FALSE,4415 BX 39
77,M,486,En Couple,0,FALSE,7435 FV 35
25,M,1259,En Couple,2,FALSE,6673 QZ 85
33,F,521,Célibataire,0,FALSE,9202 HQ 64
43,M,219,Célibataire,0,FALSE,2853 QS 71
27,M,405,Célibataire,0,FALSE,8623 ON 58
37,F,429,En Couple,3,FALSE,9376 VR 30
37,F,1201,En Couple,2,TRUE,8365 AU 42
82,M,573,En Couple,0,TRUE,2774 BH 40
64,F,165,Célibataire,0,FALSE,7476 XK 42
20,M,213,Seule,1,FALSE,4833 FB 77
27,M,503,Célibataire,0,FALSE,1811 ZT 15
76,M,191,Seule,2,FALSE,518 HW 93
69,F,832,En Couple,1,TRUE,6565 PN 90
69,M,453,En Couple,0,FALSE,7269 QO 35
25,F,596,En Couple,2,FALSE,6750 LM 52
30,F,513,Célibataire,0,FALSE,3111 ES 98
84,M,494,Célibataire,0,FALSE,45 OL 58
59,M,549,En Couple,2,FALSE,9280 HY 45
20,M,159,En Couple,0,FALSE,8426 AE 43
24,F,876,En Couple,4,FALSE,9580 IJ 79
28,F,486,En Couple,4,FALSE,9366 HC 97
20,M,210,En Couple,1,FALSE,3843 KR 73
27,M,1266,Célibataire,0,FALSE,2623 CH 65
77,M,1052,Célibataire,0,FALSE,7878 ST 15
58,M,543,Célibataire,0,FALSE,7035 YL 91
34,F,1271,En Couple,0,FALSE,1 IL 17
33,F,438,En Couple,2,FALSE,4009 CF 31
43,M,484,En Couple,3,FALSE,9401 EK 14
36,F,1099,En Couple,2,FALSE,2805 HB 34
52,M,247,En Couple,1,TRUE,2525 BE 35
26,Homme,468,En Couple,0,FALSE,5859 LL 14
30,M,789,En Couple,1,FALSE,7863 IM 95
45,M,550,Célibataire,0,FALSE,4897 KN 23
28,M,1206,En Couple,0,FALSE,2074 OZ 69
22,F,904,En Couple,2,FALSE,9847 FZ 50
40,F,517,Célibataire,0,FALSE,5523 LX 14
57,F,549,N/D,0,FALSE,5271 WN 18
47,M,184,En Couple,2,FALSE,4601 RW 56
45,M,1371,Marié(e),0,FALSE,3167 JQ 36
75,M,851,En Couple,1,FALSE,766 EG 94
33,M,1162,Célibataire,0,FALSE,3139 ZV 43
34,M,183,En Couple,4,FALSE,109 RY 80
68,M,536,En Couple,1,FALSE,2917 RR 78
27,F,487,Célibataire,0,FALSE,9020 FZ 98
83,F,247,Célibataire,0,FALSE,9567 SF 30
31,F,737,Célibataire,0,FALSE,7545 OJ 29
69,M,237,Célibataire,0,FALSE,7398 ZL 92
68,M,577,En Couple,1,FALSE,4847 XF 98
58,M,966,Célibataire,0,FALSE,1062 MK 28
57,M,435,Célibataire,0,FALSE,7887 JB 91
43,M,1046,Célibataire,0,FALSE,8906 TU 28
35,F,465,Célibataire,0,FALSE,7129 PS 68
53,M,524,En Couple,3,FALSE,7394 SC 30
24,F,447,En Couple,0,FALSE,9458 DW 49
54,M,921,Célibataire,0,FALSE,6940 XV 82
65,F,801,En Couple,2,FALSE,6765 NZ 54
36,M,177,Célibataire,0,FALSE,6445 CE 42
62,M,537,Célibataire,0,FALSE,2981 DH 80
56,M,180,Célibataire,0,FALSE,5255 JS 32
18,M,502,En Couple,3,FALSE,990 HI 96
46,M,489,Célibataire,0,FALSE,8451 JF 44
53,M,467,Célibataire,0,FALSE,3049 RZ 90
34,F,757,En Couple,1,FALSE,7142 SU 77
46,M,521,En Couple,0,FALSE,2606 SK 41
41,F,545,En Couple,4,TRUE,4237 HA 90
36,F,1308,En Couple,2,TRUE,7377 AA 18
37,F,405,En Couple,0,TRUE,3522 LK 81
20,M,448,En Couple,4,FALSE,7359 TB 57
55,F,559,Seule,1,FALSE,9766 RB 84
71,M,1354,En Couple,4,FALSE,1120 PR 75
36,F,493,En Couple,4,FALSE,743 RQ 37
48,M,547,En Couple,1,FALSE,9572 QS 30
52,M,1132,En Couple,2,FALSE,1785 WQ 34
26,M,988,Célibataire,0,FALSE,1464 KT 88
39,M,536,En Couple,4,FALSE,3534 SP 15
56,M,207,Célibataire,0,FALSE,6496 UX 79
58,F,444,En Couple,0,FALSE,8576 XD 71
52,M,806,En Couple,2,FALSE,2556 OC 45
24,M,439,Célibataire,0,FALSE,2099 DK 60
67,M,763,En Couple,2,FALSE,8981 TD 63
48,F,228,En Couple,4,FALSE,1366 PV 81
30,M,475,En Couple,2,FALSE,7534 NG 29
82,F,1356,Célibataire,0,FALSE,3072 VQ 23
49,M,202,En Couple,4,FALSE,8613 CU 91
52,M,434,Célibataire,0,FALSE,836 IX 48
28,F,443,En Couple,1,FALSE,3457 LD 14
41,M,246,En Couple,2,FALSE,9727 QG 68
35,M,467,Célibataire,0,FALSE,8163 EL 32
32,M,890,En Couple,1,FALSE,3719 HU 93
23,M,463,En Couple,0,FALSE,5703 RL 71
54,M,431,En Couple,4,FALSE,5019 SC 17
40,F,856,En Couple,1,FALSE,9201 ZQ 74
22,M,589,En Couple,4,TRUE,1655 RV 22
28,F,435,Seule,3,FALSE,530 FJ 13
78,F,469,Célibataire,0,FALSE,2510 WS 95
32,M,716,En Couple,4,TRUE,5427 SY 63
45,M,516,Célibataire,0,FALSE,7120 TI 76
28,M,451,En Couple,3,TRUE,2182 RY 82
18,M,1281,En Couple,3,FALSE,4500 SK 65
69,F,217,En Couple,2,FALSE,9274 MX 39
18,F,941,Célibataire,0,FALSE,3932 EM 57
29,F,1385,En Couple,0,FALSE,1525 ZC 78
20,F,207,Célibataire,0,FALSE,5045 DV 90
19,M,-1,Célibataire,0,FALSE,2985 ZS 24
49,M,473,En Couple,0,FALSE,7462 DG 18
45,F,446,Célibataire,0,FALSE,8081 RD 49
34, ,442,En Couple,2,FALSE,1597 YL 88
20,F,1224,En Couple,4,FALSE,5426 VB 67
32,M,528,En Couple,4,FALSE,6215 RY 94
61,M,591,Célibataire,0,FALSE,2381 NK 36
52,F,1344,En Couple,0,FALSE,7719 KT 33
38,M,426,Célibataire,0,FALSE,4009 PB 24
 ,M,1359,En Couple,3,FALSE,1164 EF 62
19,M,417,En Couple,3,FALSE,6907 HA 42
81,M,557,En Couple,0,FALSE,2301 XS 76
55,M,593,Célibataire,0,FALSE,1167 OQ 55
27,M,595,En Couple,3,FALSE,3357 YF 82
46,M,592,En Couple,1,FALSE,6957 DJ 55
51,M,779,Célibataire,0,FALSE,1337 XJ 22
28,F,413,En Couple,3,TRUE,9287 AN 97
51,F,1001,En Couple,1,FALSE,3558 LM 54
54,M,798,Célibataire,0,FALSE,1783 AH 96
29,M,546,En Couple,1,FALSE,2326 UK 56
72,M,446,Célibataire,0,FALSE,3475 XU 98
72,F,1117,En Couple,4,FALSE,849 KD 89
18,M,540,En Couple,4,TRUE,9835 KT 57
45,M,1023,Célibataire,0,FALSE,4590 AV 67
48,F,161,En Couple,2,FALSE,9895 CO 53
84,F,1316,Seule,1,FALSE,1049 BO 72
41,F,521,En Couple,1,FALSE,2186 MG 90
81,M,1128,En Couple,0,TRUE,5516 DA 50
54,F,1046,En Couple,1,FALSE,8867 VX 50
55,M,543,En Couple,4,FALSE,2088 RP 69
28,M,495,Seul,0,FALSE,2505 UG 25
54,M,234,Célibataire,0,FALSE,5258 YO 38
36,M,456,Célibataire,0,FALSE,5004 CI 55
44,M,181,En Couple,1,TRUE,4280 OK 52
48,M,582,En Couple,2,FALSE,6745 XF 31
21,M,1331,En Couple,2,FALSE,7827 MV 49
55,F,234,Célibataire,0,FALSE,1044 GQ 48
68,M,519,En Couple,2,FALSE,133 PR 64
53,F,1207,En Couple,2,FALSE,2764 RO 47
59,M,157,En Couple,0,FALSE,2370 QG 65
80,M,531,En Couple,2,FALSE,2876 AS 67
31,F,186,En Couple,1,FALSE,2248 ZX 78
18,F,540,En Couple,0,FALSE,8390 LM 85
49,F,433,Seule,3,FALSE,2240 EQ 42
55,M,572,En Couple,2,FALSE,8040 GL 37
38,M,1238,En Couple,4,FALSE,5100 DN 72
58,F,737,Célibataire,0,FALSE,1960 MY 10
62,M,487,Célibataire,0,FALSE,329 JS 95
37,M,590,Célibataire,0,FALSE,6041 DO 79
35,M,1089,En Couple,0,FALSE,7420 RQ 91
54,M,1372,En Couple,4,FALSE,6390 NN 71
40,M,1084,En Couple,3,FALSE,6551 AC 19
38,M,569,En Couple,0,FALSE,2724 IP 18
61,M,158,En Couple,3,FALSE,8882 MO 14
48,F,859,Célibataire,0,FALSE,2737 TJ 62
33,M,574,En Couple,0,FALSE,5764 QB 61
43,M,524,Célibataire,0,FALSE,4393 BV 86
39,M,406,En Couple,4,FALSE,7337 OH 80
69,M,404,En Couple,2,TRUE,733 KO 90
28,F,1293,En Couple,0,FALSE,3034 LT 34
33,M,466,En Couple,1,TRUE,2923 WS 53
27,M,1276,En Couple,0,FALSE,5371 PT 71
35,F,438,En Couple,4,FALSE,5579 IV 76
26,F,719,En Couple,3,TRUE,9990 XO 46
27,M,905,En Couple,1,FALSE,7742 QT 20
45,F,407,Célibataire,0,FALSE,2626 RL 90
25,M,1026,Seule,3,FALSE,8927 LU 14
24,M,1069,En Couple,3,FALSE,9104 EI 95
82,M,496,Célibataire,0,FALSE,7475 GD 78
40,M,408,En Couple,2,?,7193 QD 66
81,M,919,Célibataire,0,FALSE,314 UH 48
36,M,582,En Couple,0,FALSE,6083 CO 82
64,F,1103,Célibataire,0,FALSE,1821 DR 48
21,M,1353,En Couple,2,TRUE,1499 DM 46
33,M,563,Célibataire,0,FALSE,4208 OR 64
22,F,1229,En Couple,1,FALSE,8074 LX 56
47,F,593,En Couple,0,FALSE,1087 VC 27
48,M,575,En Couple,1,FALSE,7954 UT 50
27,M,534,En Couple,0,TRUE,1010 RG 93
79,M,1164,Seule,3,FALSE,6032 OA 89
28,F,970,En Couple,1,FALSE,3754 GX 52
79,M,491,En Couple,0,FALSE,3369 AN 92
59,F,217,Célibataire,0,FALSE,9683 YS 69
24,M,477,En Couple,3,FALSE,2686 EH 58
34,M,566,En Couple,2,FALSE,8770 RB 37
84,F,189,En Couple,2,FALSE,42 KU 69
39,M,196,En Couple,0,FALSE,423 FS 16
22,M,181,En Couple,1,TRUE,6144 XR 31
39,M,154,Célibataire,0,FALSE,25 DX 86
22,Homme,557,En Couple,2,FALSE,7183 DE 80
53,M,995,En Couple,3,FALSE,8606 YV 62
18,M,445,En Couple,2,TRUE,4272 AI 57
38,F,182,Célibataire,0,FALSE,7202 EQ 93
18,F,804,En Couple,3,FALSE,6996 CJ 71
50,F,508,Seule,1,FALSE,5004 VI 40
45,F,545,Célibataire,0,FALSE,776 JK 42
22,M,442,En Couple,3,FALSE,4862 QZ 13
73,M,536,En Couple,3,FALSE,4290 HQ 17
37,F,815,En Couple,2,FALSE,2340 CB 89
28,M,449,Célibataire,0,FALSE,5490 NB 34
39,M,1295,Célibataire,0,FALSE,1185 JE 23
58,M,249,En Couple,4,FALSE,9684 XH 80
46,M,1090,Célibataire,0,FALSE,9591 XQ 66
23,M,160,En Couple,1,FALSE,1483 QO 20
48,M,588,Célibataire,0,FALSE,3821 AN 89
53,M,408,Célibataire,0,FALSE,2373 QC 86
22,F,531,En Couple,2,TRUE,1624 MC 90
68,M,1148,En Couple,3,FALSE,6955 DH 23
83,M,211,Seule,2,FALSE,4213 EE 20
31,F,1277,Célibataire,0,FALSE,7983 GJ 25
44,F,1128,En Couple,1,FALSE,2522 PA 40
73,F,992,En Couple,1,FALSE,973 BR 98
62,M,1329,Célibataire,0,FALSE,5082 FR 53
53,F,247,Célibataire,0,FALSE,5804 NP 87
50,F,1257,En Couple,1,FALSE,7551 FH 11
66,M,706,Célibataire,0,FALSE,1068 UJ 70
43,F,477,Célibataire,0,FALSE,6960 HO 90
25,F,1058,En Couple,3,TRUE,3432 SV 55
73,F,441,En Couple,1,TRUE,8682 QW 57
33,M,525,En Couple,0,TRUE,1539 HW 78
36,F,212,Célibataire,0,FALSE,1353 ND 58
35,F,163,En Couple,3,TRUE,7884 PU 58
28,F,1099,En Couple,0,FALSE,1118 OD 34
30,M,565,En Couple,4,FALSE,5163 VV 11
52,M,431,En Couple,0,FALSE,8935 AO 10
71,M,159,Célibataire,0,FALSE,1987 PM 80
30,M,511,En Couple,0,FALSE,1212 OU 41
48,F,456,En Couple,4,FALSE,8160 DB 41
71,M,192,En Couple,1,FALSE,1373 VV 31
54,M,1219,En Couple,4,FALSE,5976 ZQ 21
45,F,572,Célibataire,0,FALSE,9783 IK 62
29,M,437,Célibataire,0,FALSE,5500 PV 39
22,M,519,En Couple,2,FALSE,6174 CV 96
63,F,565,En Couple,1,FALSE,5989 US 60
70,M,1140,En Couple,0,FALSE,1010 RG 40
35,M,174,En Couple,4,TRUE,2697 NT 97
57,F,416,En Couple,4,FALSE,1084 ZR 95
25,M,201,En Couple,0,FALSE,8405 DS 47
33,M,575,En Couple,0,FALSE,31 SY 35
23,M,1256,En Couple,2,TRUE,4209 HE 54
57,M,526,Célibataire,0,FALSE,9513 RY 64
19,M,900,Célibataire,0,FALSE,4337 QK 17
37,M,450,Seule,2,FALSE,1393 DY 82
28,M,408,Célibataire,0,FALSE,7089 GY 13
21,M,1287,En Couple,3,FALSE,6152 PZ 16
70,M,486,En Couple,2,FALSE,2486 JX 20
80,M,530,En Couple,1,FALSE,8570 XP 49
78,M,188,En Couple,1,FALSE,8993 ZZ 68
34,F,501,En Couple,1,FALSE,7836 RP 52
32,M,478,En Couple,1,FALSE,4588 PG 62
22,F,525,En Couple,3,FALSE,2301 NW 56
18,F,580,En Couple,2,FALSE,9532 XJ 86
44,F,180,En Couple,2,FALSE,646 NL 44
26,M,1003,Célibataire,0,FALSE,8911 LW 77
56,M,406,En Couple,2,FALSE,5068 GJ 23
23,M,476,Célibataire,0,FALSE,1037 KM 78
75,M,1384,En Couple,3,TRUE,8378 FB 65
23,M,509,En Couple,1,FALSE,2441 NT 87
18,M,567,En Couple,4,FALSE,6010 ZU 65
18,M,591,Célibataire,0,FALSE,607 MC 97
69,M,454,Seule,1,FALSE,5179 MU 96
54,M,926,Célibataire,0,FALSE,8085 UA 15
36,M,476,Célibataire,0,FALSE,3529 FR 86
18,F,523,Célibataire,0,FALSE,9467 BT 60
66,M,993,Seule,1,FALSE,121 TV 16
60,M,234,En Couple,0,FALSE,1261 DY 63
57,F,1391,Célibataire,0,FALSE,7931 BS 43
43,M,822,En Couple,2,FALSE,1437 QQ 39
39,M,1106,En Couple,4,FALSE,2953 RC 44
62,M,198,En Couple,0,FALSE,5643 KY 15
41,M,1030,Célibataire,0,FALSE,8852 AW 48
26,F,486,En Couple,4,FALSE,367 OB 36
60,M,513,En Couple,2,FALSE,4236 DJ 21
29,M,1193,Seul,0,FALSE,9931 JA 97
84,M,443,En Couple,2,FALSE,2438 WQ 22
20,F,214,En Couple,2,TRUE,8155 AP 28
23,F,923,En Couple,1,FALSE,5 UI 25
78,M,955,En Couple,0,FALSE,7094 TN 26
19,M,522,En Couple,0,FALSE,8387 YO 56
57,M,414,En Couple,1,FALSE,1388 QB 18
25,Féminin,500,En Couple,4,FALSE,1398 GO 95
40,F,521,En Couple,4,FALSE,9799 DF 74
21,M,545,En Couple,3,FALSE,2014 EI 46
69,F,1128,En Couple,1,FALSE,2044 KI 93
41,M,883,En Couple,2,TRUE,8627 LI 88
71,M,421,Célibataire,0,FALSE,9881 CY 60
62,F,1058,Célibataire,0,FALSE,6776 DP 83
23,F,1010,Célibataire,0,FALSE,8230 EK 82
47,M,438,En Couple,2,TRUE,9548 KI 41
83,M,463,En Couple,3,TRUE,7254 JJ 28
72,F,455,En Couple,3,FALSE,9670 TI 92
52,M,984,Célibataire,0,FALSE,580 NC 52
27,M,598,En Couple,1,FALSE,3222 OF 38
56,M,766,En Couple,2,FALSE,7272 KP 65
36,F,1007,En Couple,4,FALSE,3225 SR 38
27,M,591,Célibataire,0,FALSE,4818 KS 87
34,M,550,Seule,3,FALSE,6883 LH 83
51,M,237,Célibataire,0,FALSE,8091 BV 87
70,F,1071,En Couple,4,FALSE,1859 WX 25
43,M,166,En Couple,4,TRUE,8616 MG 64
36,F,779,Célibataire,0,FALSE,3940 VJ 38
28,F,192,En Couple,0,FALSE,1560 SD 83
23,Homme,182,En Couple,0,FALSE,8280 HX 11
33,M,716,En Couple,0,FALSE,4531 LA 73
26,M,450,Célibataire,0,FALSE,7053 WS 18
37,M,538,En Couple,1,FALSE,5755 VY 71
53,F,591,Seule,3,FALSE,2890 PR 85
39,M,1343,En Couple,1,FALSE,1404 ZB 30
20,F,219,Célibataire,0,FALSE,8144 AY 27
46,F,570,Célibataire,0,FALSE,6252 ZA 32
24,M,1181,Célibataire,0,FALSE,7626 WP 62
43,M,227,En Couple,4,FALSE,2429 GQ 98
20,M,154,En Couple,2,FALSE,6895 RV 53
38,M,537,En Couple,3,FALSE,4072 FB 41
73,Féminin,1360,En Couple,2,FALSE,2541 ON 94
49,M,1211,En Couple,2,FALSE,8706 BM 88
23,M,539,En Couple,4,FALSE,6013 QA 58
33,M,800,Célibataire,0,FALSE,8521 XH 17
84,M,446,Célibataire,0,FALSE,7283 AO 64
54,M,1229,En Couple,2,FALSE,3813 EZ 16
46,M,176,Célibataire,0,FALSE,2717 YT 60
23,F,447,Célibataire,0,FALSE,1033 RD 49
37,M,153,Seule,2,FALSE,8833 MP 56
52,M,468,En Couple,2,FALSE,9808 NK 17
31,M,705,En Couple,0,FALSE,8577 QP 74
20,M,565,Célibataire,0,FALSE,6178 AQ 81
61,F,574,En Couple,1,FALSE,8391 HK 63
26,F,422,En Couple,2,FALSE,9438 VL 79
25,M,1344,En Couple,1,FALSE,2635 CA 48
18,M,974,Célibataire,0,FALSE,4480 DG 88
35,F,778,En Couple,1,TRUE,5882 ZS 80
58,M,492,En Couple,2,FALSE,2314 AN 63
51,M,437,Célibataire,0,FALSE,1630 WR 64
23,M,596,En Couple,4,FALSE,7484 TW 55
43,M,453,En Couple,0,FALSE,3530 NG 44
27,M,218,En Couple,0,FALSE,3293 CZ 32
18,F,881,En Couple,3,TRUE,4077 RS 49
31,M,1262,Célibataire,0,FALSE,1553 SS 27
44,M,531,En Couple,4,FALSE,8540 RI 30
69,M,581,En Couple,2,FALSE,2787 YF 86
18,M,1288,En Couple,2,FALSE,3977 SM 39
28,M,1051,En Couple,4,FALSE,5610 QQ 13
43,Masculin,732,Célibataire,0,FALSE,2624 IW 71
19,F,213,En Couple,2,TRUE,7973 EQ 31
25,M,563,En Couple,1,TRUE,8966 RT 22
83,M,540,En Couple,1,FALSE,3568 VO 83
45,M,583,En Couple,4,TRUE,491 QF 81
20,M,419,En Couple,0,FALSE,2127 QT 70
73,M,535,Célibataire,0,FALSE,6966 MA 12
57,F,526,En Couple,0,FALSE,8640 ZX 28
20,M,408,En Couple,3,TRUE,7549 OU 18
69,F,1031,En Couple,1,FALSE,4507 HZ 56
18,M,439,En Couple,1,FALSE,5020 ZF 17
32,F,550,En Couple,4,FALSE,7474 KA 53
33,F,566,Célibataire,0,FALSE,7242 FH 11
47,M,466,En Couple,0,FALSE,3603 VD 55
59,M,463,Seule,1,FALSE,1049 DD 83
59,M,1135,Seule,3,FALSE,5043 SO 52
59,M,1082,En Couple,4,TRUE,1861 MU 62
58,M,443,En Couple,2,TRUE,9650 GF 38
18,F,1016,Célibataire,0,FALSE,8369 RQ 28
24,M,243,En Couple,0,FALSE,1803 GD 61
56,F,962,Seule,1,FALSE,2575 KZ 76
53,F,569,Célibataire,0,FALSE,1154 ZJ 51
38,F,440,En Couple,1,FALSE,5526 DL 89
23,F,499,En Couple,0,TRUE,2102 MM 62
68,F,236,En Couple,2,TRUE,9227 RK 33
24,M,443,En Couple,3,FALSE,4110 RH 52
53,M,502,En Couple,4,FALSE,9595 TE 27
24,F,761,En Couple,3,FALSE,3790 TD 86
35,M,428,En Couple,2,TRUE,6236 RM 26
71,F,178,En Couple,1,FALSE,9409 XI 10
49,F,1117,En Couple,2,TRUE,4369 CY 86
39,M,553,Célibataire,0,FALSE,3341 MA 97
53,M,1091,Seule,2,FALSE,3333 BW 94
36,F,790,Célibataire,0,FALSE,2708 PE 49
46,F,512,En Couple,2,FALSE,140 DI 13
40,M,562,En Couple,1,FALSE,2751 SL 29
29,M,533,En Couple,1,TRUE,503 FN 40
44,M,500,Célibataire,0,FALSE,6675 XG 19
73,M,768,En Couple,1,FALSE,638 NG 86
37,M,1053,En Couple,0,TRUE,6205 PJ 70
18,F,160,En Couple,0,FALSE,5541 MK 94
32,F,466,Célibataire,0,FALSE,55 BN 65
